Delivery_lead_time,Distance_from_supplier,Quantity,Confirmation_lead_time,Gross_weight,China,Korea,Container_20,Container_40,Total_containers,Container_ratio,Only_container_40,Delivery_date_lateness,Deli_date_lateness_late,Deli_lead_time_late,Confirm_late,Estimated_deli_time,Weekend_Count,Weekday_Count,Holiday_Count,Covid,Label
0,1791.94,112,0,24509.0748,0,1,0,9,5,0.0,1,1,1,0,0,8,3,6,0,1,0
-1,1791.94,176,0,24509.0748,0,1,1,1,1,0.0,0,2,1,1,0,8,3,5,0,0,1
0,1791.94,16,0,136550.5596,0,1,0,4,3,0.249999375,0,0,1,1,0,9,2,6,3,0,0
0,3800.3,28,1,24509.0748,0,0,0,2,15,10.0,0,1,1,1,0,6,2,3,3,0,0
0,1791.94,184,2,185568.7092,0,1,1,5,12,0.090909008,0,0,1,1,0,5,2,5,0,1,0
0,1791.94,224,1,122545.374,1,0,1,0,1,0.5999988,0,1,1,1,0,12,2,5,1,0,1
2,1791.94,128,0,122545.374,1,1,1,1,9,0.0,0,2,0,1,0,12,0,3,0,1,1
2,3800.3,128,1,161059.6344,0,1,16,1,11,0.166666528,0,1,0,1,0,7,2,7,0,0,1
0,1791.94,156,0,154057.0416,1,1,0,1,9,5.999940001,0,1,1,1,0,6,3,5,0,0,1
0,3800.3,168,0,122545.374,1,1,1,1,8,0.0,1,1,1,0,0,8,2,6,0,0,1
1,3800.3,176,0,49018.1496,0,0,0,3,8,0.0,1,0,1,1,0,2,2,6,0,0,1
1,1791.94,264,0,14005.1856,0,0,6,1,1,0.5999988,0,2,1,0,0,7,2,5,0,0,1
0,3800.3,156,1,283605.0084,0,0,7,12,1,5.999940001,0,3,1,1,0,8,0,8,0,0,1
1,3800.3,16,0,108540.1884,1,0,1,1,1,0.0,1,0,1,1,0,10,2,8,0,0,1
0,1791.94,28,1,112041.4848,0,1,0,2,14,0.0,1,2,1,0,0,6,2,6,7,1,1
1,3800.3,56,0,147054.4488,0,1,1,1,9,0.0,0,1,1,1,0,9,2,6,0,0,1
1,1791.94,112,0,147054.4488,0,1,0,9,6,0.166666528,0,3,1,1,0,9,0,5,1,1,0
0,3800.3,16,0,98036.2992,0,1,1,0,8,0.0,1,4,1,1,0,9,2,5,0,0,1
1,1791.94,224,0,122545.374,0,0,0,1,1,5.999940001,0,1,1,0,0,6,3,7,1,0,0
1,3800.3,56,0,147054.4488,0,0,0,3,1,0.0,1,1,1,1,0,7,2,6,0,0,1
0,1791.94,140,1,147054.4488,0,0,1,0,8,0.0,1,1,1,1,0,8,2,2,0,0,1
3,1791.94,252,0,87532.41,0,1,0,5,2,4.99995,0,1,1,0,1,4,2,7,0,0,0
1,3800.3,252,0,38514.2604,0,0,6,7,2,6.4999675,0,0,0,1,0,6,2,7,0,0,1
1,3800.3,124,0,14005.1856,0,1,11,3,16,0.4999975,0,0,0,1,0,8,2,9,0,1,1
1,3800.3,224,0,175064.82,1,1,1,1,8,0.0,0,1,1,1,0,7,1,6,0,0,1
1,1791.94,72,0,112041.4848,1,1,1,0,1,0.0,0,1,1,1,0,8,1,5,0,0,1
0,3800.3,124,0,49018.1496,1,0,0,9,15,0.0,0,0,1,0,1,8,3,10,0,1,1
1,3800.3,264,0,14005.1856,0,1,0,6,10,0.0,0,0,1,1,0,3,2,3,0,1,1
0,3800.3,188,0,24509.0748,0,1,0,2,1,6.4999675,1,2,1,1,0,8,1,6,0,0,1
1,1791.94,72,0,136550.5596,0,0,0,9,1,0.99999,0,3,1,1,0,6,3,5,0,1,1
0,1791.94,28,1,49018.1496,0,1,6,1,8,0.0,0,1,1,1,1,9,2,7,0,1,1
0,1791.94,28,0,196072.5984,1,0,5,2,9,10.0,1,1,1,1,0,6,3,8,0,1,1
-1,3800.3,168,0,220581.6732,0,0,7,1,5,10.0,0,1,1,1,0,7,2,5,0,1,1
0,1791.94,112,0,147054.4488,1,0,2,1,12,0.0,0,0,1,1,0,8,2,8,0,1,1
1,3800.3,224,0,157558.338,0,1,0,1,6,10.0,0,1,1,0,0,5,2,5,0,0,1
0,3800.3,180,1,14005.1856,0,1,11,8,1,0.0,0,0,1,0,0,7,3,7,0,1,1
1,3800.3,100,1,24509.0748,0,0,0,1,4,0.0,0,2,1,1,1,6,2,6,0,0,0
1,3800.3,268,0,98036.2992,1,1,5,0,7,5.999940001,0,1,1,0,1,7,2,9,0,1,1
1,3800.3,140,0,322119.2688,0,1,0,3,5,1.999993333,1,0,1,1,0,6,1,9,0,0,1
1,1791.94,188,0,56020.7424,0,0,1,2,1,0.0,0,1,0,1,0,3,4,8,6,1,1
3,1791.94,56,0,196072.5984,0,1,1,4,3,10.0,0,1,1,1,0,2,2,3,0,0,1
1,3800.3,200,0,14005.1856,0,0,9,9,1,0.249999375,0,1,1,1,0,11,3,8,1,0,0
1,3800.3,368,0,175064.82,0,1,1,1,12,0.0,0,1,1,1,0,6,1,9,0,0,1
0,3800.3,140,0,234586.8588,0,1,0,1,5,10.0,0,0,1,1,0,8,2,5,0,1,1
1,1791.94,168,0,98036.2992,0,0,1,9,1,0.0,1,3,1,1,0,4,2,8,0,0,1
1,1791.94,56,0,98036.2992,1,1,0,6,15,0.0,0,1,1,1,0,8,3,4,0,0,1
3,3800.3,28,0,98036.2992,0,1,2,2,9,4.4999775,0,1,1,1,0,5,2,3,5,0,1
0,1791.94,56,0,14005.1856,1,1,7,1,15,0.5999988,0,0,1,0,0,8,2,7,0,0,0
0,1791.94,108,0,108540.1884,1,0,0,12,6,0.0,0,1,1,1,0,3,2,4,1,0,1
-1,1791.94,28,0,14005.1856,0,0,1,4,9,0.0,0,1,1,1,0,3,2,8,0,0,1
1,1791.94,156,0,24509.0748,0,1,0,6,8,0.0,0,1,0,1,0,3,2,5,0,1,0
1,3800.3,16,0,49018.1496,0,1,13,3,5,10.0,0,2,0,1,0,7,2,8,0,0,1
3,3800.3,28,1,147054.4488,0,1,3,6,2,0.0,0,1,1,0,0,4,1,5,0,0,1
0,3800.3,80,0,112041.4848,0,1,9,2,7,0.0,0,1,1,1,0,8,2,7,0,0,1
2,1791.94,28,0,224082.9696,0,0,0,5,1,10.0,1,2,1,1,0,7,4,4,0,0,1
1,3800.3,128,0,98036.2992,0,0,4,5,1,0.142856939,0,1,1,0,0,8,2,7,0,0,1
1,3800.3,128,0,24509.0748,0,0,0,9,5,0.090909008,0,1,1,0,0,6,3,7,0,0,1
-1,3800.3,16,0,283605.0084,0,0,2,0,1,0.249999375,1,1,1,1,0,8,2,9,0,0,1
0,3800.3,112,1,231085.5624,0,0,1,9,1,0.166666389,1,0,1,1,0,5,2,7,0,0,1
2,1791.94,324,2,24509.0748,1,0,7,12,9,0.999998333,0,1,1,1,0,6,3,7,1,0,1
4,1791.94,80,0,14005.1856,0,1,1,9,4,4.4999775,0,1,1,0,0,4,2,6,3,0,1
2,1791.94,168,0,49018.1496,0,1,1,4,9,6.4999675,0,1,1,0,0,8,2,3,0,0,1
2,1791.94,324,0,94535.0028,0,1,1,2,5,0.0,0,0,1,0,1,2,1,5,0,0,1
0,1791.94,264,0,322119.2688,0,1,0,0,5,0.0,1,0,1,1,0,6,2,10,0,0,1
1,1791.94,100,1,224082.9696,1,1,1,2,1,0.111110988,0,1,0,1,0,3,2,3,0,0,1
4,1791.94,168,3,283605.0084,1,1,3,2,1,0.0,1,1,1,0,0,6,2,5,0,0,1
-1,3800.3,264,0,98036.2992,1,0,1,1,5,0.333332222,1,0,1,1,0,7,4,5,0,0,1
0,3800.3,188,0,108540.1884,0,1,0,5,12,4.4999775,0,1,0,1,0,3,2,9,6,0,0
2,1791.94,252,0,283605.0084,0,1,4,5,8,0.0,1,1,1,1,0,7,2,3,0,0,1
1,1791.94,28,0,14005.1856,0,1,0,1,2,6.999930001,0,3,1,1,0,6,2,5,0,0,1
-1,1791.94,28,0,220581.6732,0,1,0,8,1,0.333332222,0,2,1,0,0,7,2,7,1,1,1
1,3800.3,56,0,49018.1496,1,1,2,6,6,0.0,1,3,1,1,0,8,3,7,0,0,0
0,3800.3,168,0,157558.338,1,1,1,6,9,10.0,1,0,0,1,0,6,2,5,7,0,0
1,1791.94,252,0,98036.2992,0,0,9,6,1,0.0,1,1,1,1,0,5,2,5,0,0,1
0,1791.94,56,0,14005.1856,0,1,0,1,1,0.0,0,4,1,1,0,3,2,3,1,0,1
0,3800.3,188,0,108540.1884,1,0,1,0,14,10.0,1,2,0,0,1,3,3,5,0,0,0
1,3800.3,28,1,220581.6732,0,0,7,1,9,0.0,1,1,1,1,0,6,2,7,0,0,1
1,3800.3,168,0,24509.0748,0,1,0,11,9,0.0,0,1,1,1,0,12,1,4,0,0,1
0,3800.3,180,0,161059.6344,0,1,16,3,1,6.999930001,0,2,1,1,0,6,2,5,0,0,0
1,3800.3,16,0,14005.1856,0,1,1,2,1,0.111110988,0,0,1,0,0,3,1,7,0,1,1
0,3800.3,224,0,24509.0748,0,1,0,0,1,6.999930001,0,1,0,1,0,6,2,5,0,0,1
3,1791.94,28,0,24509.0748,0,0,1,1,7,0.0,1,1,1,0,0,7,4,8,0,0,1
4,3800.3,64,0,112041.4848,1,1,3,9,4,0.0,0,0,1,1,0,4,2,6,1,0,1
0,3800.3,80,3,24509.0748,1,1,0,9,15,0.249999375,0,2,1,1,0,7,3,7,1,0,1
-1,1791.94,168,0,196072.5984,0,0,0,9,1,0.0,1,1,1,1,1,7,2,6,0,0,1
5,3800.3,252,0,24509.0748,0,0,1,9,9,0.0,0,3,1,0,0,7,0,5,0,0,1
2,1791.94,28,0,196072.5984,0,1,1,3,11,3.4999825,1,1,0,0,0,3,2,5,0,0,1
3,3800.3,128,0,98036.2992,0,1,0,6,9,0.0,0,3,1,0,0,6,2,6,1,0,1
2,1791.94,224,0,220581.6732,1,1,1,9,9,0.0,0,1,0,1,0,6,2,5,3,0,1
0,3800.3,16,0,112041.4848,1,0,1,0,1,6.4999675,1,1,1,1,0,4,3,5,0,0,1
3,3800.3,252,0,14005.1856,0,0,1,4,1,0.0,0,1,1,0,0,2,3,5,0,0,1
0,3800.3,56,0,56020.7424,1,0,1,6,1,0.1999996,0,1,1,0,0,6,2,7,5,0,0
4,3800.3,56,0,14005.1856,0,0,1,1,6,0.0,0,1,1,1,0,7,3,4,0,0,1
1,3800.3,80,0,220581.6732,0,1,0,5,6,0.166666528,0,1,1,0,0,9,2,5,0,0,1
0,1791.94,268,0,70025.928,1,1,0,4,6,6.999930001,0,1,1,0,0,8,0,10,0,0,1
1,3800.3,224,0,108540.1884,1,0,0,2,5,0.1999996,0,1,1,1,0,9,4,3,0,0,1
1,3800.3,224,0,87532.41,1,1,6,2,2,0.0,0,1,1,1,0,5,2,9,0,0,1
-1,1791.94,72,0,24509.0748,0,1,0,2,15,0.99999,0,4,1,0,1,9,2,5,0,0,0
3,3800.3,188,1,98036.2992,0,0,16,0,9,10.0,0,0,0,1,0,6,0,5,0,0,1
1,3800.3,124,0,322119.2688,1,1,1,4,8,10.0,0,3,0,1,1,8,2,5,0,0,0
1,1791.94,28,0,49018.1496,0,0,1,4,9,0.0,0,0,1,1,0,8,2,5,0,0,0
2,3800.3,252,0,185568.7092,1,1,1,9,1,0.0,0,1,1,1,0,6,3,7,0,1,1
3,3800.3,72,0,24509.0748,0,1,1,6,4,1.999993333,0,1,1,0,0,6,2,6,0,0,1
0,1791.94,252,0,220581.6732,0,1,1,0,14,0.999998333,1,1,1,1,0,7,4,3,0,0,1
0,3800.3,264,0,49018.1496,0,1,0,1,9,0.0,0,1,1,1,0,3,2,5,1,0,1
1,3800.3,28,0,322119.2688,0,0,0,1,1,6.999930001,0,1,1,0,0,9,1,5,0,0,1
1,1791.94,112,0,136550.5596,0,1,5,3,9,0.090909008,0,1,1,1,0,5,2,5,0,0,1
3,3800.3,252,0,196072.5984,0,0,1,3,9,5.999940001,1,1,1,1,0,9,3,7,6,0,1
1,1791.94,128,0,185568.7092,0,1,6,8,1,0.0,0,1,1,1,1,8,2,6,0,0,1
1,1791.94,80,0,196072.5984,0,1,16,1,6,10.0,0,0,1,1,0,4,2,5,0,0,1
3,1791.94,112,0,220581.6732,1,1,0,9,12,5.999940001,1,2,1,1,0,10,1,5,0,0,0
1,1791.94,124,0,136550.5596,0,1,0,9,7,0.0,0,0,1,1,0,8,2,6,0,1,1
1,3800.3,28,0,175064.82,1,0,4,1,1,0.0,0,2,1,1,0,10,3,8,0,0,1
1,1791.94,252,0,220581.6732,1,0,0,6,14,0.0,0,1,1,1,0,8,3,4,1,0,1
1,1791.94,368,0,70025.928,1,1,6,4,8,0.166666389,0,3,0,1,0,5,1,7,0,0,1
2,3800.3,252,0,220581.6732,0,1,0,0,9,0.090909008,0,1,1,1,0,4,1,6,0,0,0
3,1791.94,28,0,14005.1856,0,0,5,4,1,6.4999675,0,1,1,0,0,9,2,7,0,1,1
3,3800.3,200,0,231085.5624,0,1,0,0,11,0.1999996,0,1,1,1,0,6,3,3,0,0,1
1,1791.94,180,0,24509.0748,0,1,0,1,3,0.0,0,0,1,0,0,3,2,6,0,0,0
0,1791.94,224,0,49018.1496,1,1,3,2,11,0.0,0,2,1,1,0,6,3,6,0,0,1
4,3800.3,124,0,122545.374,0,1,0,7,5,0.99999,0,0,1,0,0,7,2,6,1,0,1
1,3800.3,16,1,231085.5624,0,1,1,1,9,0.4999975,0,2,1,1,0,2,2,8,0,0,1
2,1791.94,264,0,220581.6732,0,0,6,6,9,0.0,0,1,1,1,0,8,3,3,5,0,0
0,1791.94,168,0,108540.1884,0,1,6,0,2,0.0,0,1,1,0,1,5,4,7,0,0,1
0,3800.3,252,0,220581.6732,0,1,0,0,8,0.0,0,1,1,1,0,8,2,6,0,0,1
1,1791.94,168,0,49018.1496,1,1,2,1,8,10.0,0,1,1,1,0,6,2,6,0,0,0
2,1791.94,28,0,220581.6732,0,0,0,9,15,10.0,0,1,1,1,0,7,0,5,1,0,1
1,3800.3,100,1,24509.0748,0,1,1,1,7,6.999930001,0,1,1,0,0,4,1,8,1,0,0
1,3800.3,156,0,122545.374,0,1,0,4,8,0.0,0,1,1,1,0,4,2,6,0,1,0
5,3800.3,264,0,224082.9696,1,1,0,1,11,0.0,1,2,1,1,0,7,2,6,0,0,1
-1,3800.3,188,0,63023.3352,0,1,5,1,6,0.0,0,1,0,0,0,8,2,5,0,0,0
0,3800.3,28,0,231085.5624,0,1,0,0,9,0.0,1,0,1,0,0,11,3,8,1,0,0
-1,3800.3,224,0,220581.6732,0,1,1,1,2,0.0,0,1,0,1,0,6,2,5,0,1,1
2,3800.3,16,0,24509.0748,0,1,5,3,9,0.0,0,2,1,1,1,3,2,4,0,1,1
0,3800.3,44,1,14005.1856,0,1,1,0,1,0.0,1,1,1,1,0,3,3,7,0,0,1
0,1791.94,44,0,98036.2992,0,1,0,6,9,0.0,1,4,1,1,1,6,2,10,0,0,1
5,3800.3,324,0,108540.1884,0,1,1,4,15,0.090909008,1,2,1,0,0,7,2,5,0,0,0
0,1791.94,16,1,98036.2992,1,1,7,9,15,0.111110988,0,2,1,0,0,5,4,7,0,0,1
2,3800.3,252,0,24509.0748,1,0,13,1,12,0.5999988,0,1,1,0,0,6,2,5,0,0,1
4,1791.94,224,0,98036.2992,0,0,13,2,15,0.0,0,1,0,1,1,7,2,7,0,0,1
0,3800.3,368,0,108540.1884,0,0,3,3,9,1.999993333,0,1,1,0,0,7,2,7,0,0,1
1,3800.3,56,0,14005.1856,0,0,0,7,1,0.1999996,1,2,1,1,0,4,0,6,0,0,1
1,3800.3,56,0,63023.3352,0,0,1,0,8,5.999940001,0,0,1,1,0,2,3,4,0,0,0
3,3800.3,28,0,154057.0416,0,1,0,4,2,0.249999375,0,3,1,1,0,6,0,10,0,0,1
0,3800.3,56,0,220581.6732,0,1,0,3,1,0.99999,0,1,1,1,1,5,2,6,0,1,1
1,3800.3,124,0,196072.5984,0,0,0,7,7,0.0,0,1,1,0,0,10,2,8,0,0,1
-1,3800.3,108,0,98036.2992,0,0,0,1,2,0.0,0,3,1,0,0,7,3,9,0,0,1
1,3800.3,100,0,63023.3352,0,0,6,11,9,3.4999825,1,1,1,1,0,6,4,5,0,0,1
0,3800.3,16,0,322119.2688,0,1,1,1,9,4.4999775,0,1,0,0,0,3,2,7,1,0,0
0,3800.3,168,0,234586.8588,0,1,1,1,2,0.0,0,0,1,1,0,5,4,5,0,1,0
-1,3800.3,56,0,220581.6732,0,0,0,0,3,0.999998333,1,1,1,0,0,8,3,5,0,0,1
0,1791.94,224,0,122545.374,0,1,1,2,9,0.0,0,2,1,0,0,6,2,3,1,0,1
1,3800.3,252,0,283605.0084,0,1,13,6,9,0.99999,1,1,1,1,1,8,2,5,0,0,0
2,1791.94,72,0,49018.1496,0,1,0,9,4,0.166666389,0,5,1,1,0,6,0,5,0,0,1
1,3800.3,224,3,231085.5624,0,0,6,1,6,3.4999825,1,2,1,1,0,7,2,5,0,1,1
1,3800.3,140,0,24509.0748,0,1,1,0,11,0.0,1,1,1,1,0,6,4,5,0,0,1
0,1791.94,56,0,14005.1856,0,1,0,4,9,10.0,1,1,1,1,0,8,2,6,0,1,1
0,1791.94,16,3,24509.0748,0,0,7,2,11,0.0,1,1,1,1,0,7,3,5,0,0,1
1,3800.3,100,3,283605.0084,0,1,16,6,15,0.0,1,1,1,1,1,6,3,5,0,0,1
0,3800.3,184,0,147054.4488,1,1,1,6,9,10.0,1,1,1,1,0,5,1,7,0,0,1
1,3800.3,56,0,38514.2604,0,1,1,1,12,0.090909008,0,0,1,1,0,7,2,10,1,1,1
1,3800.3,264,0,164560.9308,0,1,0,6,2,0.0,1,1,1,0,0,6,0,6,0,1,1
0,1791.94,28,0,196072.5984,0,0,0,1,6,3.4999825,1,1,1,0,0,6,3,8,0,0,1
0,3800.3,140,0,283605.0084,0,0,0,1,16,0.0,1,2,1,1,0,5,4,6,0,0,1
1,3800.3,180,0,14005.1856,1,0,9,1,15,0.166666528,0,2,1,1,0,12,3,3,0,0,1
1,3800.3,224,0,322119.2688,0,1,1,2,1,1.999993333,0,1,1,0,0,8,2,10,0,0,1
1,3800.3,128,0,112041.4848,0,1,0,0,1,0.0,1,2,1,1,0,6,2,5,0,0,0
0,1791.94,268,0,98036.2992,0,1,6,8,7,0.0,0,1,1,1,0,9,2,5,0,0,1
0,1791.94,252,0,49018.1496,1,1,0,1,5,0.0,0,0,1,1,0,11,2,5,1,0,1
0,3800.3,112,0,122545.374,1,0,0,9,5,0.333332222,0,1,1,1,0,10,1,2,0,0,1
0,1791.94,112,0,147054.4488,0,1,1,6,14,0.333332222,1,1,0,1,0,8,2,6,0,0,1
4,1791.94,212,0,94535.0028,0,1,1,8,1,0.249999375,0,0,1,1,0,6,2,6,0,0,0
1,3800.3,268,0,220581.6732,1,1,0,0,5,10.0,0,1,1,1,0,4,1,8,5,0,1
0,3800.3,224,0,87532.41,0,1,1,11,8,0.0,0,2,1,1,0,12,2,7,0,0,1
1,3800.3,252,0,154057.0416,0,1,1,5,1,0.0,1,2,1,1,0,10,2,5,0,0,1
3,3800.3,252,0,220581.6732,1,0,0,2,15,0.142856939,0,2,1,0,0,6,0,7,0,0,1
0,3800.3,252,0,147054.4488,0,0,1,1,8,0.0,1,3,1,0,0,6,2,8,5,0,1
-1,3800.3,224,3,154057.0416,0,1,1,0,6,5.999940001,0,1,1,1,0,5,4,5,5,0,1
1,3800.3,44,1,283605.0084,0,1,0,6,1,0.1999996,1,1,1,0,0,7,2,6,0,0,1
0,3800.3,100,0,108540.1884,0,1,2,2,1,0.5999988,0,1,1,0,0,7,1,8,0,0,1
1,3800.3,100,1,14005.1856,0,1,0,6,9,0.0,0,1,1,1,0,12,2,5,0,1,1
0,3800.3,212,0,56020.7424,0,0,0,1,8,0.1999996,0,1,1,1,0,7,2,7,0,0,1
2,3800.3,188,0,49018.1496,0,1,1,1,15,0.166666528,0,0,1,1,0,3,3,5,0,0,1
1,3800.3,188,1,14005.1856,0,1,16,9,2,3.4999825,1,1,1,1,0,2,3,4,0,0,1
1,1791.94,140,0,322119.2688,0,1,1,0,1,0.249999375,0,2,1,1,0,8,3,6,3,0,1
2,3800.3,56,0,185568.7092,0,1,1,1,8,0.99999,1,1,1,0,1,12,2,5,0,0,1
1,3800.3,176,0,196072.5984,0,1,1,6,8,0.0,1,3,1,1,0,12,2,7,3,0,1
1,3800.3,28,0,108540.1884,0,1,6,0,12,1.999993333,0,1,1,1,0,6,2,4,0,0,1
0,3800.3,28,1,14005.1856,0,1,13,8,12,0.166666528,0,0,1,0,0,6,2,4,0,0,1
0,1791.94,252,0,147054.4488,0,1,0,3,8,0.0,0,0,1,1,0,8,2,5,0,0,1
5,3800.3,324,0,24509.0748,1,0,1,1,9,0.090909008,0,1,1,0,0,12,2,7,0,0,1
2,1791.94,168,3,175064.82,0,0,1,5,8,10.0,0,2,1,1,0,3,2,6,3,0,1
1,1791.94,200,1,157558.338,0,0,0,8,8,0.0,0,0,0,0,0,8,2,6,0,1,1
3,3800.3,16,0,24509.0748,0,1,5,8,11,0.0,0,2,1,0,1,8,2,6,0,0,0
3,3800.3,224,0,87532.41,1,1,9,2,3,5.999940001,1,3,1,0,0,4,0,3,0,0,1
0,3800.3,112,0,98036.2992,0,0,0,12,9,0.249999375,0,2,1,1,0,5,2,5,0,0,1
2,1791.94,28,0,24509.0748,1,0,6,12,8,1.999993333,0,1,1,1,0,3,2,7,0,0,1
0,3800.3,80,0,98036.2992,1,0,0,1,8,0.0,0,1,1,1,0,6,2,8,0,0,0
0,1791.94,200,0,24509.0748,1,0,1,0,5,0.0,1,0,0,0,0,12,2,7,0,0,1
2,3800.3,100,0,175064.82,0,0,7,7,5,0.0,0,4,1,1,0,3,2,6,0,0,1
0,1791.94,168,0,24509.0748,0,1,0,1,1,0.249999375,1,4,1,1,0,6,0,8,0,0,1
0,3800.3,128,0,24509.0748,0,0,0,9,9,0.0,0,1,1,1,1,8,2,5,0,1,1
3,3800.3,156,0,70025.928,0,0,0,5,9,0.111110988,0,0,1,1,0,4,4,6,0,0,1
4,1791.94,268,0,70025.928,0,0,1,7,9,0.0,1,1,1,0,0,3,2,4,0,1,1
0,1791.94,128,0,24509.0748,1,1,4,9,11,0.0,1,1,1,1,0,12,4,6,0,1,1
0,3800.3,100,0,147054.4488,1,0,6,9,11,0.1999996,0,1,0,0,0,4,2,8,0,0,1
1,1791.94,224,0,122545.374,0,0,0,4,6,0.0,0,1,1,0,0,9,0,5,1,0,1
1,1791.94,256,0,136550.5596,0,0,1,2,12,0.0,0,1,1,1,0,9,2,5,0,0,1
0,1791.94,56,0,24509.0748,0,1,0,5,7,0.0,0,1,1,0,0,6,2,5,7,1,1
1,1791.94,268,0,122545.374,1,1,13,0,1,0.0,1,1,1,1,0,6,2,5,0,1,1
1,1791.94,140,0,49018.1496,1,1,1,2,5,1.999993333,0,1,1,1,0,2,3,5,0,0,1
1,3800.3,28,0,185568.7092,0,1,9,1,8,0.0,0,1,1,1,0,8,2,3,0,1,1
3,3800.3,324,0,24509.0748,0,1,1,5,4,10.0,0,0,1,0,0,3,2,5,0,1,0
0,1791.94,184,0,24509.0748,1,1,7,1,3,0.166666528,0,0,1,0,0,8,1,6,0,0,1
1,1791.94,44,0,154057.0416,1,1,0,4,1,0.0,1,1,1,0,0,5,2,5,0,0,1
1,1791.94,168,0,14005.1856,1,0,0,1,2,0.111110988,1,1,1,1,0,6,2,5,0,0,1
1,3800.3,16,0,24509.0748,0,1,1,5,5,10.0,0,1,0,1,1,3,3,6,0,1,1
0,1791.94,324,2,231085.5624,0,1,0,2,1,0.0,0,3,1,0,0,2,2,6,0,0,1
4,1791.94,16,0,14005.1856,1,1,3,1,8,0.0,1,1,0,0,0,7,3,5,0,0,1
0,1791.94,16,0,56020.7424,0,0,6,9,1,0.0,0,2,1,1,0,3,2,8,0,0,1
4,1791.94,112,0,220581.6732,0,1,1,8,4,0.0,0,1,0,0,0,6,2,5,0,0,1
0,3800.3,264,0,112041.4848,1,1,0,9,5,0.0,0,2,1,1,0,4,4,8,0,1,1
1,3800.3,44,0,108540.1884,0,0,0,11,1,0.0,1,3,1,0,0,6,3,8,0,0,1
0,3800.3,124,3,224082.9696,0,0,0,0,2,0.0,0,1,0,1,0,7,0,5,0,0,1
0,1791.94,252,1,24509.0748,0,1,1,2,1,0.090909008,0,2,1,0,0,7,2,6,0,0,1
0,3800.3,224,0,220581.6732,0,1,0,2,11,0.0,1,3,1,1,0,7,2,7,0,1,1
-1,1791.94,108,0,220581.6732,0,0,0,5,4,0.0,1,2,1,1,0,7,2,5,0,0,1
4,3800.3,28,0,49018.1496,0,1,11,1,3,0.4999975,0,1,0,1,0,8,1,6,0,0,0
1,3800.3,56,0,147054.4488,0,1,1,1,4,0.0,0,1,1,1,0,6,2,5,0,0,1
1,3800.3,64,0,220581.6732,0,0,9,2,12,5.999940001,1,2,1,1,0,7,2,5,3,0,0
2,1791.94,112,0,122545.374,0,1,0,4,8,4.4999775,1,1,1,1,0,7,2,5,0,0,1
0,1791.94,56,1,87532.41,0,1,13,1,7,0.249999375,0,1,1,1,0,7,2,6,0,0,1
0,3800.3,28,0,231085.5624,1,1,0,3,11,0.090909008,0,0,1,1,0,6,2,7,0,0,1
1,3800.3,72,0,175064.82,1,0,6,0,4,10.0,1,0,1,1,0,5,2,2,0,0,1
1,1791.94,28,0,49018.1496,0,0,0,2,9,0.0,1,1,1,0,0,6,2,7,0,0,1
4,1791.94,124,0,14005.1856,0,1,1,1,7,10.0,0,0,1,0,0,8,2,7,0,0,0
0,3800.3,44,0,220581.6732,1,1,1,0,9,0.4999975,0,1,1,1,1,3,2,8,1,0,1
1,1791.94,28,2,112041.4848,0,1,13,8,1,0.0,0,2,1,1,1,3,3,6,0,0,1
1,3800.3,264,0,38514.2604,0,0,0,3,1,0.111110988,1,1,1,1,0,6,2,7,0,1,1
1,3800.3,112,1,220581.6732,0,0,1,11,14,0.0,1,0,0,1,1,11,2,5,1,0,0
0,3800.3,64,1,220581.6732,0,1,1,1,2,4.99995,1,1,1,1,0,3,4,6,0,0,0
4,1791.94,16,2,49018.1496,0,1,0,0,5,10.0,0,0,1,1,0,7,2,5,5,0,0
1,1791.94,44,0,122545.374,0,1,1,0,1,0.0,1,2,1,1,0,9,2,7,0,0,1
1,3800.3,56,0,185568.7092,1,0,7,2,6,4.4999775,1,1,1,1,0,3,3,7,0,1,1
1,3800.3,212,0,147054.4488,0,1,0,5,8,0.0,0,1,1,1,0,2,0,3,0,0,1
1,1791.94,112,0,220581.6732,1,1,0,2,15,0.0,1,1,0,0,0,7,0,4,1,0,1
-1,3800.3,140,0,157558.338,0,1,1,12,6,4.99995,1,3,1,1,0,6,2,10,0,0,1
2,1791.94,112,0,49018.1496,1,1,1,9,2,10.0,0,0,1,1,0,4,3,5,1,0,1
0,3800.3,112,0,196072.5984,0,1,0,6,1,0.0,0,2,1,1,0,8,2,4,0,0,1
3,1791.94,176,0,70025.928,0,0,0,4,8,3.4999825,0,1,1,1,0,6,2,6,0,0,1
1,1791.94,268,2,49018.1496,0,1,0,3,6,0.5999988,0,1,1,0,0,7,2,5,3,0,1
0,1791.94,188,0,196072.5984,1,1,1,9,8,0.999998333,0,1,1,0,0,6,2,5,0,0,0
0,1791.94,28,0,24509.0748,1,1,7,0,5,0.0,1,1,1,1,0,6,2,7,1,0,0
3,3800.3,28,0,24509.0748,1,0,0,9,8,10.0,0,0,1,1,0,3,2,5,0,1,1
0,1791.94,168,0,283605.0084,1,1,1,1,8,0.0,0,1,1,1,0,7,2,5,0,0,1
1,1791.94,324,0,14005.1856,1,0,1,0,9,0.090909008,1,1,1,1,1,3,4,6,0,0,1
3,1791.94,108,1,196072.5984,0,1,13,6,1,0.0,0,1,1,1,0,6,2,5,5,1,1
