Delivery_lead_time,Distance_from_supplier,Confirmation_lead_time,Container_20,Container_ratio,Only_container_40,Deli_date_lateness_late,Deli_lead_time_late,Weekday_Count,Holiday_Count,Label
0,1791.94,0,7,0,0,1,1,7,0,1
1,3800.3,0,6,0.99999,0,0,1,6,0,1
3,1791.94,0,6,0.5999988,0,0,1,5,0,1
2,3800.3,0,0,0.99999,1,1,1,4,0,1
0,1791.94,2,16,0,1,1,0,9,7,1
1,1791.94,0,1,0,0,1,1,5,0,1
1,3800.3,0,0,5.999940001,1,1,1,7,0,1
0,3800.3,2,0,0,0,1,0,5,0,1
0,1791.94,0,0,1.999993333,0,1,0,7,0,0
1,1791.94,0,1,0,0,1,1,6,1,1
0,3800.3,0,3,0,1,1,0,6,0,0
3,3800.3,0,0,6.4999675,0,0,1,3,0,1
0,1791.94,0,0,5.999940001,1,1,1,3,5,1
3,3800.3,0,3,0,1,0,1,7,0,0
1,3800.3,0,0,0,0,1,1,6,0,1
0,1791.94,0,7,0.4999975,0,1,1,3,1,0
1,3800.3,0,1,10,1,0,0,5,0,1
0,1791.94,0,1,0,0,1,1,5,0,1
3,1791.94,0,3,4.4999775,0,1,1,6,0,1
1,1791.94,0,7,0,0,1,1,6,0,1
0,3800.3,0,7,10,0,1,1,8,0,1
0,3800.3,2,0,0,1,1,1,4,0,1
3,3800.3,0,1,4.99995,0,1,1,5,0,1
0,3800.3,0,0,10,1,1,1,7,1,1
1,3800.3,3,11,4.4999775,1,1,0,5,6,1
0,3800.3,0,0,0,1,1,0,7,0,1
1,1791.94,1,1,0,0,1,1,8,7,1
1,3800.3,0,0,0,0,1,1,8,0,1
0,3800.3,0,0,1.999993333,0,1,0,5,0,0
0,1791.94,0,1,0,1,1,1,5,0,1
1,3800.3,0,0,10,1,1,1,7,0,1
0,3800.3,0,0,0,1,1,1,7,0,1
1,1791.94,0,6,0,0,1,0,6,1,1
1,3800.3,0,1,0,1,1,0,5,0,1
0,3800.3,0,0,0,1,1,1,5,1,1
0,3800.3,1,0,0.1999996,0,1,0,7,7,1
1,1791.94,3,6,0,1,1,1,5,0,1
0,3800.3,0,1,0.4999975,0,1,0,6,0,1
2,1791.94,1,11,10,0,1,0,5,0,1
5,3800.3,2,0,0,0,1,1,2,5,0
2,3800.3,0,0,0.090909008,0,1,1,5,0,1
4,3800.3,0,0,0.111110988,0,0,1,4,0,1
4,1791.94,0,1,4.99995,0,1,1,5,0,1
1,3800.3,0,1,0,0,1,0,5,0,1
1,1791.94,0,11,5.999940001,0,1,0,10,5,1
-1,1791.94,0,1,0,0,1,0,3,0,1
5,3800.3,0,0,0.142856939,1,1,0,5,0,1
2,3800.3,0,0,5.999940001,1,1,1,5,0,1
1,1791.94,0,0,0,0,1,1,6,3,0
1,3800.3,0,1,0,0,1,0,3,0,1
1,3800.3,0,0,10,1,1,1,3,0,1
1,1791.94,0,6,10,0,1,1,7,0,1
3,1791.94,0,2,0.166666528,0,1,1,5,0,1
0,3800.3,0,0,0.1999996,0,1,0,4,0,1
1,1791.94,1,1,6.4999675,0,1,0,6,0,1
1,3800.3,0,1,10,1,1,0,7,5,1
5,3800.3,1,16,0.249999375,1,1,0,5,5,0
0,1791.94,0,4,0,1,1,1,7,0,1
0,3800.3,0,0,0,0,1,1,8,0,0
0,3800.3,0,1,0.4999975,0,1,1,5,0,0
1,1791.94,0,0,0,0,1,1,6,0,1
0,1791.94,0,1,0,1,1,1,10,0,1
3,3800.3,0,1,0,0,1,1,7,0,1
1,1791.94,0,1,0.142856939,0,1,1,7,0,0
0,3800.3,0,0,0,0,1,1,5,0,0
0,1791.94,1,0,0,0,1,1,5,1,1
1,3800.3,0,1,10,0,1,0,6,0,1
0,3800.3,0,0,0,0,1,1,6,0,1
0,1791.94,0,0,0,1,1,1,5,0,1
1,1791.94,0,1,0,0,1,1,5,5,1
3,3800.3,0,0,5.999940001,0,1,1,5,0,0
2,3800.3,0,0,0.333332222,1,1,1,2,0,1
3,1791.94,1,0,0,0,1,0,8,1,1
1,1791.94,0,0,4.99995,0,0,1,5,0,1
1,3800.3,0,1,0,0,1,1,6,0,1
0,3800.3,0,0,1.999993333,0,1,1,5,1,0
-1,1791.94,0,0,0.5999988,1,1,1,7,0,1
1,1791.94,0,1,0,1,1,1,7,0,1
0,3800.3,0,6,10,0,0,1,3,5,0
1,1791.94,0,0,0,0,1,0,6,1,1
-1,3800.3,0,0,0.249999375,1,1,0,6,0,1
1,3800.3,0,1,0,0,1,1,5,1,1
2,3800.3,1,13,0.090909008,1,1,1,7,0,1
1,3800.3,0,6,0.5999988,0,1,1,6,0,1
2,1791.94,2,16,0,0,0,1,6,0,0
4,3800.3,0,11,0,0,0,1,7,0,1
2,3800.3,0,0,0.249999375,0,1,1,8,0,1
1,3800.3,0,13,0.333332222,0,1,0,6,0,1
0,3800.3,0,0,0.090909008,0,1,0,2,0,1
1,1791.94,0,5,0,1,1,1,7,0,1
2,1791.94,0,6,0,0,1,1,6,0,0
1,3800.3,0,0,0.333332222,1,1,1,6,0,0
0,3800.3,0,11,0.999998333,1,0,0,5,0,1
1,3800.3,0,1,0.111110988,0,0,0,8,0,1
5,1791.94,0,5,0,1,1,0,5,1,1
0,1791.94,2,0,10,0,1,1,6,5,1
1,3800.3,0,0,10,0,1,1,2,0,0
1,1791.94,0,0,0,0,0,0,2,0,1
2,3800.3,2,1,5.999940001,1,0,0,6,6,1
0,3800.3,0,5,10,0,0,1,8,3,1
2,3800.3,0,1,5.999940001,0,0,0,9,0,0
0,3800.3,0,6,5.999940001,0,1,1,5,0,1
3,3800.3,0,4,0,0,0,0,5,0,1
1,3800.3,1,0,0.166666389,0,1,0,5,0,0
1,3800.3,0,1,0,0,1,1,8,0,1
0,3800.3,0,1,0.999998333,0,1,0,5,0,0
1,3800.3,0,1,0.166666389,0,1,0,6,0,1
4,1791.94,2,0,6.4999675,1,1,1,6,0,0
1,3800.3,0,0,0,1,1,1,7,0,1
3,3800.3,0,0,0,0,1,0,9,0,1
1,1791.94,0,1,0,0,0,1,5,0,0
1,1791.94,0,16,0,0,1,1,5,1,1
0,1791.94,0,0,10,0,1,1,5,0,1
0,3800.3,1,2,10,1,1,1,5,1,1
0,3800.3,0,0,1.999993333,0,1,0,7,0,1
1,3800.3,0,1,0,1,1,0,9,0,1
0,3800.3,0,0,0,0,0,1,4,0,1
0,1791.94,0,7,0,0,1,1,6,0,1
1,3800.3,0,1,0,1,1,0,5,0,1
0,3800.3,0,0,0.166666528,0,1,1,3,0,1
0,3800.3,0,0,0.4999975,1,1,0,5,0,1
4,3800.3,0,0,5.999940001,0,1,1,8,0,1
0,1791.94,0,16,10,0,0,1,3,0,0
0,3800.3,0,0,10,0,1,1,5,5,1
0,1791.94,0,1,0,0,0,1,9,0,1
1,3800.3,0,1,4.99995,1,1,0,3,0,1
0,3800.3,0,0,0,1,0,1,9,0,1
4,1791.94,0,1,0,0,1,1,5,0,1
3,3800.3,0,0,10,1,1,1,5,0,1
0,3800.3,0,0,0,0,1,1,3,0,1
1,3800.3,0,0,10,0,1,1,5,6,1
-1,1791.94,0,1,0,0,1,0,6,0,0
2,3800.3,0,0,6.4999675,0,1,1,7,0,1
2,3800.3,0,1,0,0,1,0,7,0,1
-1,1791.94,0,0,0,0,1,1,3,0,1
0,3800.3,0,16,0.090909008,0,1,1,5,0,0
0,1791.94,0,0,10,0,1,0,7,0,1
0,3800.3,1,1,0,0,1,1,5,0,0
0,1791.94,0,1,0.090909008,0,1,1,5,0,0
0,1791.94,0,1,0,1,1,0,7,1,1
1,3800.3,0,0,1.999993333,0,1,1,6,0,1
0,1791.94,2,0,0.090909008,0,1,1,8,0,0
0,1791.94,0,1,10,1,1,1,7,0,1
5,1791.94,0,1,0,0,1,1,5,0,1
2,3800.3,0,13,0.5999988,0,0,1,7,0,1
0,3800.3,0,0,4.4999775,0,0,1,5,0,0
1,3800.3,0,1,0,0,1,1,5,1,1
2,1791.94,0,0,0,0,1,1,8,0,1
2,3800.3,0,0,0.249999375,0,1,1,7,0,1
1,3800.3,0,6,6.4999675,0,1,0,5,0,1
0,3800.3,0,0,4.4999775,1,0,1,5,0,1
3,1791.94,0,6,0,1,0,1,6,1,0
0,1791.94,0,1,0.999998333,0,1,1,5,7,1
1,3800.3,0,7,0.111110988,0,1,1,5,0,0
2,3800.3,0,1,0.1999996,0,0,1,6,0,1
0,1791.94,0,1,10,1,1,1,5,0,1
3,1791.94,0,1,0,1,1,0,9,0,1
1,3800.3,0,0,10,1,1,1,5,0,1
1,3800.3,0,1,10,0,1,1,4,1,1
1,1791.94,1,0,0,0,1,1,6,0,1
0,3800.3,0,13,3.4999825,0,1,1,5,0,1
3,3800.3,0,16,5.999940001,0,1,0,7,0,0
1,3800.3,0,1,0.249999375,0,1,0,10,0,1
3,3800.3,0,1,10,1,1,0,5,0,0
4,3800.3,0,0,0.333332222,0,1,1,7,0,1
0,1791.94,0,1,0,1,1,1,5,0,1
2,1791.94,0,1,0.4999975,0,1,1,6,0,1
1,1791.94,1,0,0,1,1,1,4,5,1
0,1791.94,0,1,0,0,1,1,5,0,1
1,1791.94,0,1,4.99995,1,1,1,6,5,0
-1,1791.94,0,1,0,1,0,0,8,0,1
0,3800.3,0,1,10,0,1,1,5,0,1
0,3800.3,0,5,3.4999825,0,1,1,7,0,1
0,1791.94,2,0,10,1,1,1,3,0,1
1,3800.3,0,13,0,1,1,1,7,0,1
1,1791.94,2,1,0,0,1,1,6,0,1
0,1791.94,1,1,0.249999375,0,1,1,7,0,1
0,1791.94,0,1,5.999940001,0,1,0,5,3,1
0,3800.3,0,7,0,0,1,1,6,0,1
1,1791.94,0,0,0,1,1,0,6,0,0
0,3800.3,0,1,0.5999988,0,1,0,5,0,1
1,3800.3,0,1,0.090909008,0,1,0,6,0,1
0,1791.94,0,1,0,0,1,0,5,5,1
1,3800.3,2,16,0,0,1,0,3,0,1
0,1791.94,0,1,0,0,0,1,6,0,0
0,3800.3,0,0,10,0,1,0,7,0,0
2,3800.3,0,0,10,0,1,1,5,7,1
1,1791.94,0,1,0,1,1,1,6,0,0
0,1791.94,0,0,5.999940001,0,1,1,5,5,1
3,3800.3,0,0,5.999940001,0,1,1,5,0,1
2,3800.3,0,1,0,0,1,1,10,0,1
0,3800.3,0,1,0,0,1,1,5,0,0
-1,3800.3,0,4,10,1,1,1,8,7,1
2,3800.3,1,1,0,1,0,1,8,0,0
3,1791.94,0,1,0,1,1,1,8,0,1
5,3800.3,0,0,0,0,1,0,4,0,1
1,1791.94,0,1,0,1,1,1,10,0,1
1,1791.94,0,11,0,0,1,0,4,1,1
1,1791.94,0,0,0,1,0,0,6,0,1
-1,1791.94,0,1,10,1,1,0,8,0,1
2,3800.3,0,7,0.166666389,0,1,0,6,0,1
1,3800.3,1,0,0,0,1,1,5,0,1
0,3800.3,1,1,0,0,0,1,7,0,1
1,3800.3,0,0,0,1,1,1,6,0,0
3,1791.94,0,2,0,0,1,1,5,0,0
-1,3800.3,0,0,10,1,1,1,7,0,1
0,3800.3,0,7,0,0,1,0,5,0,1
1,1791.94,0,0,1.999993333,1,0,0,7,0,1
0,3800.3,0,1,0.4999975,0,1,1,6,0,1
0,3800.3,0,0,0,0,1,0,6,0,1
0,3800.3,0,5,0,0,1,1,7,0,0
1,1791.94,0,0,0,0,1,1,5,0,1
1,3800.3,1,0,0.999998333,0,1,0,3,0,1
1,1791.94,0,2,10,0,1,0,7,0,1
0,3800.3,0,0,10,0,1,1,3,0,1
0,1791.94,2,9,0.142856939,1,1,1,5,0,1
0,1791.94,0,1,4.4999775,1,1,1,5,0,1
3,1791.94,0,0,0,0,1,1,4,0,0
2,3800.3,0,1,0,1,1,1,5,0,0
0,3800.3,0,3,0.1999996,0,1,1,7,0,1
0,1791.94,0,0,0,1,1,1,5,0,1
0,3800.3,0,0,0.249999375,0,1,0,5,0,1
1,3800.3,0,0,10,0,1,1,9,0,1
3,3800.3,0,1,10,0,1,1,4,0,1
-1,3800.3,1,16,10,0,1,1,6,0,1
1,1791.94,0,6,6.999930001,0,1,1,5,0,1
1,1791.94,0,1,0,0,0,0,5,0,1
2,3800.3,0,0,10,0,0,1,5,7,1
4,3800.3,0,0,6.999930001,0,1,1,5,0,1
1,3800.3,2,1,0,1,1,1,6,0,1
0,3800.3,0,2,0,0,1,1,6,1,1
4,1791.94,0,1,0,0,0,0,4,5,1
0,3800.3,0,1,0,0,1,1,2,1,1
-1,3800.3,0,1,0,0,1,1,6,0,1
1,3800.3,0,1,0,1,1,1,3,0,0
-1,3800.3,0,0,0,0,1,1,7,0,1
1,3800.3,1,0,0,1,1,1,7,0,1
1,1791.94,0,0,3.4999825,1,1,1,6,0,0
1,3800.3,0,1,0.5999988,0,1,1,6,0,1
1,3800.3,0,1,4.4999775,0,1,1,5,0,1
5,3800.3,0,9,1.999993333,0,1,1,5,0,1
0,1791.94,0,11,0,0,1,0,5,0,1
0,3800.3,0,1,10,0,1,0,7,0,1
1,3800.3,0,4,6.999930001,1,1,1,6,0,1
0,3800.3,0,1,0,0,1,1,8,0,1
2,3800.3,0,1,10,0,1,0,5,0,1
1,1791.94,0,13,10,0,1,1,5,0,1
1,3800.3,0,0,3.4999825,1,1,1,5,0,1
0,3800.3,0,1,0,0,1,1,5,0,1
1,3800.3,0,0,1.999993333,0,1,0,5,0,1
0,3800.3,0,0,0,1,1,1,5,0,1
0,1791.94,0,1,10,0,1,1,5,0,1
1,1791.94,1,0,0.99999,1,1,1,3,0,0
0,3800.3,2,1,0,1,1,1,5,5,1
0,3800.3,0,0,0,1,0,1,7,0,1
0,3800.3,0,1,4.99995,1,1,0,7,0,1
0,1791.94,0,5,0,1,1,1,3,0,1
0,1791.94,0,0,0,0,1,1,6,5,0
4,3800.3,1,0,10,1,1,1,6,0,1
0,3800.3,1,1,0.249999375,1,1,1,7,0,1
3,1791.94,0,1,3.4999825,1,1,1,5,0,1
1,3800.3,0,0,0,0,1,0,5,0,1
1,1791.94,0,1,0,0,1,0,3,5,1
0,3800.3,0,0,0,0,1,1,7,0,1
3,3800.3,1,1,0.111110988,0,0,1,5,0,1
2,3800.3,0,1,0,0,0,1,5,0,1
3,1791.94,0,7,0,1,1,1,6,0,1
5,3800.3,0,0,0.333332222,0,1,0,2,1,1
3,1791.94,1,2,0,0,1,1,5,6,1
0,3800.3,0,0,0,0,1,1,7,0,0
0,3800.3,2,0,0,1,1,1,6,0,1
1,1791.94,0,1,10,0,1,1,5,0,1
2,1791.94,1,0,0.111110988,0,1,1,3,1,1
1,1791.94,0,0,0.1999996,0,1,1,3,1,0
1,1791.94,3,1,5.999940001,1,1,1,5,0,1
1,1791.94,0,6,0,0,1,1,5,0,1
4,3800.3,3,0,0,0,0,1,7,7,1
0,1791.94,0,1,0.166666528,1,0,0,10,0,1
5,3800.3,0,0,10,1,1,1,2,1,1
0,3800.3,1,7,0.5999988,0,1,1,3,1,0
2,1791.94,0,1,0,1,1,0,6,0,1
5,3800.3,1,6,0,0,1,1,5,1,1
0,1791.94,0,0,0.999998333,0,1,1,7,0,1
1,3800.3,0,0,0,1,1,1,4,0,1
4,3800.3,0,6,6.4999675,0,0,1,4,0,1
1,1791.94,1,1,0,0,1,1,10,1,1
0,3800.3,0,1,6.4999675,1,1,1,7,0,0
1,3800.3,0,1,0,0,0,1,6,0,1
4,1791.94,0,3,0,1,1,0,6,0,1
0,1791.94,0,5,10,0,1,1,4,1,0
3,3800.3,2,0,1.999993333,0,1,0,5,0,1
5,1791.94,0,1,0,0,1,1,6,0,1
4,3800.3,0,0,0.5999988,0,1,0,5,0,1
0,3800.3,0,0,0,0,1,1,5,0,1
0,1791.94,0,1,0,0,1,1,10,1,1
4,1791.94,0,1,0,0,1,1,5,0,0
1,1791.94,0,0,0,0,1,1,5,0,0
0,1791.94,0,1,10,0,1,1,6,5,1
2,3800.3,2,0,0,0,1,0,8,0,1
1,1791.94,0,6,0,1,1,0,7,5,0
0,3800.3,0,0,5.999940001,1,1,1,5,0,1
1,3800.3,0,1,0,0,1,1,9,0,1
3,3800.3,0,4,1.999993333,0,1,1,5,0,1
1,3800.3,0,16,6.4999675,0,1,1,5,0,0
0,1791.94,2,6,0.1999996,0,1,0,3,0,1
1,3800.3,0,0,5.999940001,1,0,1,5,6,1
0,3800.3,0,0,4.4999775,0,1,1,5,0,1
0,3800.3,0,0,0,0,1,1,5,1,1
1,1791.94,0,0,0,1,0,1,8,0,1
5,3800.3,0,0,0.249999375,1,1,0,5,0,1
1,3800.3,0,1,0,0,1,1,5,3,0
0,3800.3,0,1,0,0,1,1,5,0,1
1,1791.94,0,1,6.4999675,0,1,0,8,5,1
0,1791.94,2,13,4.4999775,1,1,1,2,0,1
1,3800.3,0,0,0.166666528,1,1,1,5,0,1
-1,3800.3,0,1,0.4999975,1,1,1,6,0,1
1,1791.94,0,5,0.1999996,0,1,1,3,1,1
0,3800.3,0,1,5.999940001,1,1,1,5,5,1
3,1791.94,0,1,5.999940001,1,1,1,3,0,1
0,3800.3,0,6,0,1,1,0,8,0,1
1,3800.3,0,0,0.1999996,0,0,0,7,5,1
0,1791.94,0,0,0,0,1,1,5,0,0
1,1791.94,2,3,0,1,1,1,5,0,1
0,3800.3,0,1,10,1,1,0,5,0,1
3,3800.3,0,6,0.249999375,0,1,1,6,3,0
-1,1791.94,0,0,0.249999375,1,0,1,5,0,0
0,3800.3,0,1,0.1999996,0,0,1,7,0,0
2,3800.3,0,0,10,1,1,1,4,0,1
0,3800.3,0,1,0.142856939,0,1,0,6,0,1
2,1791.94,0,6,0.999998333,0,1,1,3,0,1
0,1791.94,0,0,0.090909008,1,1,0,6,0,0
2,3800.3,0,1,0,0,1,1,6,1,1
0,1791.94,1,1,6.4999675,1,1,1,5,0,0
0,1791.94,0,0,0,0,0,0,9,0,1
0,1791.94,0,2,0,0,1,1,8,0,1
0,1791.94,0,0,0,1,1,0,3,0,1
1,3800.3,0,1,0,0,1,1,5,0,1
-1,1791.94,0,4,0,1,1,1,3,0,0
0,1791.94,0,0,10,0,1,0,5,0,1
1,3800.3,0,0,0.111110988,0,1,1,5,0,0
1,1791.94,0,0,10,1,1,1,7,0,1
1,3800.3,0,1,0,0,1,1,5,0,0
0,1791.94,1,0,10,0,1,1,7,6,1
1,1791.94,0,0,0.333332222,1,1,1,5,0,0
1,3800.3,0,16,0.249999375,0,1,1,6,0,1
2,1791.94,2,0,3.4999825,1,0,1,5,0,0
1,1791.94,0,1,10,0,1,1,6,1,1
4,3800.3,0,0,0,0,1,1,6,0,1
0,3800.3,0,7,0,0,1,1,7,0,1
0,3800.3,1,0,5.999940001,0,1,1,9,0,1
0,3800.3,1,0,0,0,1,1,6,0,1
0,1791.94,0,0,0,0,1,0,6,5,1
-1,3800.3,0,16,0,1,0,0,6,0,1
1,3800.3,0,1,0,0,1,1,6,0,1
-1,3800.3,0,1,0,0,1,0,5,1,0
5,3800.3,0,0,0.166666528,1,1,0,9,0,1
-1,3800.3,0,0,0,1,1,0,6,0,1
1,3800.3,1,0,0,1,1,1,5,0,1
1,3800.3,0,0,0,0,1,1,3,5,0
1,3800.3,0,1,0,0,1,1,6,0,1
0,3800.3,0,0,0,1,1,1,10,0,1
0,1791.94,0,0,0,1,1,1,6,0,1
0,1791.94,0,1,10,0,1,1,5,5,1
1,3800.3,0,0,0.333332222,0,1,1,3,1,1
1,1791.94,2,0,0.166666528,0,1,1,5,0,1
0,1791.94,1,1,0,0,1,1,9,0,1
1,3800.3,0,0,5.999940001,1,1,1,10,0,1
0,3800.3,0,0,0.249999375,0,1,0,8,0,1
1,3800.3,1,1,0,0,1,1,6,0,1
0,3800.3,0,7,0,0,1,1,8,0,1
0,1791.94,1,16,1.999993333,1,0,0,5,0,1
0,3800.3,0,1,10,1,1,1,5,0,1
1,1791.94,0,0,0,1,0,1,6,0,1
1,1791.94,0,1,0,0,1,1,7,0,1
5,1791.94,0,1,0,0,1,1,4,1,1
0,3800.3,0,1,0.249999375,1,1,0,2,1,1
-1,3800.3,0,0,0,0,1,1,6,1,0
3,1791.94,1,0,0,0,1,1,7,1,1
1,3800.3,0,1,0,0,1,0,6,1,0
3,1791.94,0,1,0,0,1,1,7,0,1
0,3800.3,0,6,0,0,1,0,8,5,1
1,1791.94,0,1,0,0,1,1,7,0,1
1,1791.94,0,0,10,0,1,1,4,0,0
1,1791.94,0,0,0,0,1,1,7,0,1
0,1791.94,0,13,0.99999,1,1,1,8,1,1
1,3800.3,0,2,0.090909008,1,1,1,7,0,1
5,1791.94,0,1,10,1,0,1,5,0,1
0,3800.3,2,0,0,0,1,1,5,0,1
0,3800.3,0,9,0,0,1,0,6,0,1
1,3800.3,0,2,0.249999375,1,1,0,5,0,1
0,3800.3,0,0,0.249999375,0,1,1,9,0,1
0,3800.3,0,6,0.1999996,1,1,0,9,0,1
5,3800.3,0,0,0,0,1,1,4,0,0
0,3800.3,0,0,0,0,0,1,5,0,1
2,3800.3,0,2,0,0,1,0,3,0,0
1,3800.3,0,0,0,0,1,1,5,3,0
2,1791.94,0,11,3.4999825,0,0,1,6,0,1
0,3800.3,0,1,0,0,1,1,5,0,0
1,1791.94,1,1,0,0,1,1,7,0,1
2,3800.3,1,16,10,1,0,1,5,1,0
1,3800.3,1,0,0,0,1,0,8,0,0
0,3800.3,1,0,0,0,1,0,3,0,0
1,1791.94,0,1,0.333332222,0,1,1,7,0,0
1,1791.94,0,2,0.249999375,1,1,1,5,0,0
1,3800.3,0,16,0,0,1,0,5,0,1
0,3800.3,0,0,1.999993333,0,1,1,5,0,1
3,3800.3,0,5,0,1,0,1,6,1,0
0,3800.3,0,1,0,0,1,1,8,0,1
1,3800.3,0,1,10,0,1,1,7,5,1
1,1791.94,0,1,0.249999375,0,1,1,5,1,1
1,1791.94,0,0,6.999930001,0,1,0,5,0,1
5,1791.94,0,6,3.4999825,0,1,0,7,3,1
0,3800.3,0,0,10,0,1,1,7,5,1
1,1791.94,0,0,0,0,1,0,3,1,1
0,3800.3,0,0,0.090909008,1,1,1,6,1,1
1,3800.3,0,16,0,1,1,1,6,0,1
4,3800.3,2,1,0,0,1,0,7,1,1
0,3800.3,0,0,10,0,1,0,6,0,1
2,1791.94,1,0,0.4999975,0,1,1,5,0,1
1,3800.3,0,0,0.142856939,1,1,1,9,1,1
0,1791.94,0,16,0.5999988,1,0,1,5,0,0
0,1791.94,1,0,5.999940001,0,0,1,6,0,1
-1,1791.94,0,4,0.142856939,0,1,1,5,0,0
4,1791.94,0,6,5.999940001,0,1,1,6,0,1
2,1791.94,2,0,0.1999996,0,1,1,7,0,1
0,3800.3,0,9,0,0,1,1,6,5,1
1,3800.3,0,1,0,0,0,1,5,0,1
3,3800.3,0,0,10,1,1,1,6,0,1
2,3800.3,2,0,6.4999675,0,1,1,5,0,0
-1,1791.94,0,11,10,1,0,1,6,0,1
4,1791.94,0,0,0,1,0,1,5,0,1
1,3800.3,1,0,0.111110988,1,1,1,9,0,0
3,1791.94,0,1,0.99999,0,1,0,3,0,1
0,1791.94,0,0,10,0,1,0,5,0,1
1,1791.94,0,11,0,0,1,1,2,0,1
1,3800.3,2,0,0.333332222,0,1,0,5,0,0
1,3800.3,0,0,0,1,1,1,7,0,1
1,1791.94,0,0,0,0,1,0,3,0,1
0,1791.94,0,0,10,0,1,1,5,0,1
0,1791.94,2,1,0.111110988,0,1,1,9,0,1
0,1791.94,0,6,0.4999975,1,1,1,6,0,0
1,3800.3,0,0,0,0,0,1,5,0,1
1,3800.3,0,1,0,1,1,0,7,0,1
1,1791.94,0,1,1.999993333,0,1,1,7,0,0
2,3800.3,0,0,0,1,1,1,6,0,1
2,3800.3,0,0,10,0,1,1,6,0,1
1,1791.94,0,3,0,0,1,1,7,0,1
1,3800.3,0,1,10,1,1,0,3,0,0
-1,3800.3,0,0,0,0,1,1,9,0,1
0,1791.94,0,0,0,0,1,1,5,0,1
0,1791.94,0,3,10,0,1,0,7,0,1
1,1791.94,0,1,0.142856939,0,1,1,5,0,1
1,3800.3,0,1,0.999998333,0,1,0,5,1,0
1,1791.94,0,1,0,1,1,0,7,0,0
3,1791.94,1,0,10,0,1,1,5,0,1
0,3800.3,1,0,5.999940001,1,1,1,6,0,1
1,3800.3,0,0,0.99999,0,1,1,5,0,1
0,1791.94,2,6,0,0,1,0,6,6,1
0,3800.3,3,7,0,0,1,1,7,1,0
1,3800.3,1,0,0,1,1,1,5,0,1
1,1791.94,0,0,0.142856939,1,1,0,4,0,1
2,3800.3,0,1,0,0,1,1,5,0,1
1,3800.3,0,0,0,1,1,1,5,0,1
-1,3800.3,0,11,0.249999375,0,1,1,3,0,1
0,3800.3,0,0,0.5999988,0,0,1,5,1,1
0,3800.3,2,3,0,0,1,1,5,6,1
1,3800.3,1,0,4.4999775,1,0,1,3,0,1
0,3800.3,0,13,0,1,1,1,5,0,1
1,1791.94,0,0,0.99999,0,1,1,7,0,0
1,3800.3,0,0,10,1,1,1,5,7,1
1,1791.94,0,0,0,1,1,1,5,0,1
4,3800.3,2,0,5.999940001,0,1,1,7,1,0
0,1791.94,1,0,0,0,1,1,5,5,1
0,3800.3,2,1,5.999940001,1,1,1,7,0,0
1,1791.94,1,1,0,0,1,1,5,0,1
1,3800.3,0,1,0.4999975,0,0,1,6,0,1
5,1791.94,1,0,0,0,0,1,5,0,1
2,3800.3,0,6,0.249999375,0,1,1,2,7,0
0,3800.3,0,0,0,1,1,1,3,1,0
2,3800.3,2,0,0,0,1,0,9,0,1
0,3800.3,0,1,0,1,1,1,7,0,1
0,3800.3,0,1,0,1,1,1,6,0,1
3,1791.94,0,9,0.5999988,0,1,1,6,0,1
0,3800.3,0,1,0,0,1,1,7,0,1
1,3800.3,2,1,0,0,1,0,8,1,1
-1,1791.94,0,1,0,0,1,1,8,0,0
0,3800.3,1,0,10,1,0,0,4,0,0
5,1791.94,0,3,0.166666389,0,1,1,5,1,1
3,3800.3,0,4,0,0,1,1,5,0,1
1,1791.94,0,0,0,1,1,1,5,0,1
2,3800.3,0,6,0.249999375,1,1,1,3,0,1
1,1791.94,0,0,0,0,1,0,6,0,0
1,3800.3,0,0,0,1,1,1,6,0,1
1,3800.3,0,1,0,0,1,0,6,0,1
1,1791.94,0,0,4.4999775,0,1,1,5,0,1
1,3800.3,0,11,0,1,1,0,10,0,1
3,1791.94,0,5,0,1,1,0,5,0,1
1,3800.3,2,13,3.4999825,0,1,0,5,0,1
2,1791.94,0,6,0,1,1,1,8,0,1
2,1791.94,0,1,10,0,0,1,5,0,1
0,3800.3,0,13,0,0,1,1,5,0,1
-1,3800.3,0,0,0.249999375,0,1,1,7,0,1
0,3800.3,0,0,10,0,0,1,10,0,0
1,3800.3,0,1,5.999940001,0,1,1,8,0,1
0,3800.3,0,0,10,0,1,1,10,5,1
1,3800.3,0,0,0,0,1,0,5,0,0
3,1791.94,0,11,5.999940001,0,1,1,6,0,1
4,3800.3,0,6,0.333332222,1,1,0,9,5,1
3,1791.94,0,0,0.99999,1,1,1,5,0,1
0,1791.94,0,13,0,1,1,1,8,0,0
0,1791.94,3,0,0,1,1,1,4,0,1
2,3800.3,1,16,0,1,1,1,6,0,0
2,1791.94,0,6,3.4999825,0,1,1,6,5,0
2,1791.94,0,1,0,1,1,1,3,0,1
0,1791.94,1,0,0.999998333,0,0,0,4,0,0
0,1791.94,0,7,0,1,1,1,5,0,1
0,3800.3,0,6,0.090909008,1,1,0,5,0,1
-1,1791.94,1,0,10,0,1,1,6,0,1
1,1791.94,0,1,0,0,1,0,3,0,1
-1,3800.3,0,0,10,0,1,1,9,0,0
0,1791.94,0,1,0,1,1,0,8,3,0
5,3800.3,2,4,0.5999988,1,1,0,7,0,1
0,3800.3,0,1,6.4999675,1,1,1,5,0,1
